id,parent_id,code,description,level
category:L58,block:L58,L58,Category L58,category
category:L59,block:L59,L59,Category L59,category
category:L60,block:L60,L60,Category L60,category
category:L62,block:L62,L62,Category L62,category
category:L63,block:L63,L63,Category L63,category
category:L64,block:L64,L64,Category L64,category
category:L65,block:L65,L65,Category L65,category
category:L66,block:L66,L66,Category L66,category
category:L67,block:L67,L67,Category L67,category
category:L68,block:L68,L68,Category L68,category
category:L70,block:L70,L70,Category L70,category
category:L71,block:L71,L71,Category L71,category
category:L72,block:L72,L72,Category L72,category
category:L73,block:L73,L73,Category L73,category
category:L74,block:L74,L74,Category L74,category
category:L75,block:L75,L75,Category L75,category
category:L80,block:L80,L80,Category L80,category
category:L81,block:L81,L81,Category L81,category
category:L82,block:L82,L82,Category L82,category
category:L83,block:L83,L83,Category L83,category
category:L84,block:L84,L84,Category L84,category
category:L85,block:L85,L85,Category L85,category
category:L86,block:L86,L86,Category L86,category
category:L87,block:L87,L87,Category L87,category
category:L88,block:L88,L88,Category L88,category
category:L89,block:L89,L89,Category L89,category
category:L90,block:L90,L90,Category L90,category
category:L91,block:L91,L91,Category L91,category
category:L92,block:L92,L92,Category L92,category
category:L93,block:L93,L93,Category L93,category
category:L94,block:L94,L94,Category L94,category
category:L95,block:L95,L95,Category L95,category
category:L97,block:L97,L97,Category L97,category
category:L98,block:L98,L98,Category L98,category
category:L99,block:L99,L99,Category L99,category
category:M00,block:M00,M00,Category M00,category
category:M01,block:M01,M01,Category M01,category
category:M02,block:M02,M02,Category M02,category
category:M03,block:M03,M03,Category M03,category
category:M05,block:M05,M05,Category M05,category
category:M06,block:M06,M06,Category M06,category
category:M07,block:M07,M07,Category M07,category
category:M08,block:M08,M08,Category M08,category
category:M09,block:M09,M09,Category M09,category
category:M10,block:M10,M10,Category M10,category
category:M11,block:M11,M11,Category M11,category
category:M12,block:M12,M12,Category M12,category
category:M13,block:M13,M13,Category M13,category
category:M14,block:M14,M14,Category M14,category
category:M15,block:M15,M15,Category M15,category
category:M16,block:M16,M16,Category M16,category
category:M17,block:M17,M17,Category M17,category
category:M18,block:M18,M18,Category M18,category
category:M19,block:M19,M19,Category M19,category
category:M20,block:M20,M20,Category M20,category
category:M21,block:M21,M21,Category M21,category
category:M22,block:M22,M22,Category M22,category
category:M23,block:M23,M23,Category M23,category
category:M24,block:M24,M24,Category M24,category
category:M25,block:M25,M25,Category M25,category
category:M30,block:M30,M30,Category M30,category
category:M31,block:M31,M31,Category M31,category
category:M32,block:M32,M32,Category M32,category
category:M33,block:M33,M33,Category M33,category
category:M34,block:M34,M34,Category M34,category
category:M35,block:M35,M35,Category M35,category
category:M36,block:M36,M36,Category M36,category
category:M40,block:M40,M40,Category M40,category
category:M41,block:M41,M41,Category M41,category
category:M42,block:M42,M42,Category M42,category
category:M43,block:M43,M43,Category M43,category
category:M45,block:M45,M45,Category M45,category
category:M46,block:M46,M46,Category M46,category
category:M47,block:M47,M47,Category M47,category
category:M48,block:M48,M48,Category M48,category
category:M49,block:M49,M49,Category M49,category
category:M50,block:M50,M50,Category M50,category
category:M51,block:M51,M51,Category M51,category
category:M53,block:M53,M53,Category M53,category
category:M54,block:M54,M54,Category M54,category
category:M60,block:M60,M60,Category M60,category
category:M61,block:M61,M61,Category M61,category
category:M62,block:M62,M62,Category M62,category
category:M63,block:M63,M63,Category M63,category
category:M65,block:M65,M65,Category M65,category
category:M66,block:M66,M66,Category M66,category
category:M67,block:M67,M67,Category M67,category
category:M68,block:M68,M68,Category M68,category
category:M70,block:M70,M70,Category M70,category
category:M71,block:M71,M71,Category M71,category
category:M72,block:M72,M72,Category M72,category
category:M73,block:M73,M73,Category M73,category
category:M75,block:M75,M75,Category M75,category
category:M76,block:M76,M76,Category M76,category
category:M77,block:M77,M77,Category M77,category
category:M79,block:M79,M79,Category M79,category
category:M80,block:M80,M80,Category M80,category
category:M81,block:M81,M81,Category M81,category
category:M82,block:M82,M82,Category M82,category
category:M83,block:M83,M83,Category M83,category
category:M84,block:M84,M84,Category M84,category
category:M85,block:M85,M85,Category M85,category
category:M86,block:M86,M86,Category M86,category
category:M87,block:M87,M87,Category M87,category
category:M88,block:M88,M88,Category M88,category
category:M89,block:M89,M89,Category M89,category
category:M90,block:M90,M90,Category M90,category
category:M91,block:M91,M91,Category M91,category
category:M92,block:M92,M92,Category M92,category
category:M93,block:M93,M93,Category M93,category
category:M94,block:M94,M94,Category M94,category
category:M95,block:M95,M95,Category M95,category
category:M96,block:M96,M96,Category M96,category
category:M99,block:M99,M99,Category M99,category
category:N00,block:N00,N00,Category N00,category
category:N01,block:N01,N01,Category N01,category
category:N02,block:N02,N02,Category N02,category
category:N03,block:N03,N03,Category N03,category
category:N04,block:N04,N04,Category N04,category
category:N05,block:N05,N05,Category N05,category
category:N06,block:N06,N06,Category N06,category
category:N07,block:N07,N07,Category N07,category
category:N08,block:N08,N08,Category N08,category
category:N10,block:N10,N10,Category N10,category
category:N11,block:N11,N11,Category N11,category
category:N12,block:N12,N12,Category N12,category
category:N13,block:N13,N13,Category N13,category
category:N14,block:N14,N14,Category N14,category
category:N15,block:N15,N15,Category N15,category
category:N16,block:N16,N16,Category N16,category
category:N17,block:N17,N17,Category N17,category
category:N18,block:N18,N18,Category N18,category
category:N19,block:N19,N19,Category N19,category
category:N20,block:N20,N20,Category N20,category
category:N21,block:N21,N21,Category N21,category
category:N22,block:N22,N22,Category N22,category
category:N23,block:N23,N23,Category N23,category
category:N25,block:N25,N25,Category N25,category
category:N26,block:N26,N26,Category N26,category
category:N27,block:N27,N27,Category N27,category
category:N28,block:N28,N28,Category N28,category
category:N29,block:N29,N29,Category N29,category
category:N30,block:N30,N30,Category N30,category
category:N31,block:N31,N31,Category N31,category
category:N32,block:N32,N32,Category N32,category
category:N33,block:N33,N33,Category N33,category
category:N34,block:N34,N34,Category N34,category
category:N35,block:N35,N35,Category N35,category
category:N36,block:N36,N36,Category N36,category
category:N37,block:N37,N37,Category N37,category
category:N39,block:N39,N39,Category N39,category
category:N40,block:N40,N40,Category N40,category
category:N41,block:N41,N41,Category N41,category
category:N42,block:N42,N42,Category N42,category
category:N43,block:N43,N43,Category N43,category
category:N44,block:N44,N44,Category N44,category
category:N45,block:N45,N45,Category N45,category
category:N46,block:N46,N46,Category N46,category
category:N47,block:N47,N47,Category N47,category
category:N48,block:N48,N48,Category N48,category
category:N49,block:N49,N49,Category N49,category
category:N50,block:N50,N50,Category N50,category
category:N51,block:N51,N51,Category N51,category
category:N60,block:N60,N60,Category N60,category
category:N61,block:N61,N61,Category N61,category
category:N62,block:N62,N62,Category N62,category
category:N63,block:N63,N63,Category N63,category
category:N64,block:N64,N64,Category N64,category
category:N70,block:N70,N70,Category N70,category
category:N71,block:N71,N71,Category N71,category
category:N72,block:N72,N72,Category N72,category
category:N73,block:N73,N73,Category N73,category
category:N74,block:N74,N74,Category N74,category
category:N75,block:N75,N75,Category N75,category
category:N76,block:N76,N76,Category N76,category
category:N77,block:N77,N77,Category N77,category
category:N80,block:N80,N80,Category N80,category
category:N81,block:N81,N81,Category N81,category
category:N82,block:N82,N82,Category N82,category
category:N83,block:N83,N83,Category N83,category
category:N84,block:N84,N84,Category N84,category
category:N85,block:N85,N85,Category N85,category
category:N86,block:N86,N86,Category N86,category
category:N87,block:N87,N87,Category N87,category
category:N88,block:N88,N88,Category N88,category
category:N89,block:N89,N89,Category N89,category
category:N90,block:N90,N90,Category N90,category
category:N91,block:N91,N91,Category N91,category
category:N92,block:N92,N92,Category N92,category
category:N93,block:N93,N93,Category N93,category
category:N94,block:N94,N94,Category N94,category
category:N95,block:N95,N95,Category N95,category
category:N96,block:N96,N96,Category N96,category
category:N97,block:N97,N97,Category N97,category
category:N98,block:N98,N98,Category N98,category
category:N99,block:N99,N99,Category N99,category
category:O00,block:O00,O00,Category O00,category
category:O01,block:O01,O01,Category O01,category
category:O02,block:O02,O02,Category O02,category
category:O03,block:O03,O03,Category O03,category
category:O04,block:O04,O04,Category O04,category
category:O05,block:O05,O05,Category O05,category
category:O06,block:O06,O06,Category O06,category
category:O07,block:O07,O07,Category O07,category
category:O08,block:O08,O08,Category O08,category
category:O10,block:O10,O10,Category O10,category
category:O11,block:O11,O11,Category O11,category
category:O12,block:O12,O12,Category O12,category
category:O13,block:O13,O13,Category O13,category
category:O14,block:O14,O14,Category O14,category
category:O15,block:O15,O15,Category O15,category
category:O16,block:O16,O16,Category O16,category
category:O20,block:O20,O20,Category O20,category
category:O21,block:O21,O21,Category O21,category
category:O22,block:O22,O22,Category O22,category
category:O23,block:O23,O23,Category O23,category
category:O24,block:O24,O24,Category O24,category
category:O25,block:O25,O25,Category O25,category
category:O26,block:O26,O26,Category O26,category
category:O28,block:O28,O28,Category O28,category
